Status,Year,Month,Day,Name,AltName1,AltName2,AltName3,VictimsRace,VictimsSex,VictimsAge,LynchCounty,LynchState,FIPSLynch,MobCounty,MobState,FIPSMob,CompositionofMob,MethodofDeath,Accusation,Source,ProblemFlag,lynchdate,placehold,vicnum,strvicnum,uniqueid
Lynching,1896,10,19,Unnamed Negro,Negro,Unknown Negro,,Black,Male,,Leflore,MS,28083,Leflore,MS,28083,,Hanged,Murder of a white man,"New Orleans (LA) Times-Picayune 10/21/1896, p. 8 (GenealogyBank.com)
Gentry (AR) Journal 10/23/1896, p. 1 (NewspaperArchive.com)
Tampa (FL) Tribune 10/23/1896,p. 3 (GenealogyBank.com)",,18961019,MS18961019,1,01,MS1896101901
Lynching,1896,11,16,Mims Collier,Mimms Collier,,,Black,Male,,Lowndes,MS,28087,Lowndes,MS,28087,Masked,Hanged,Attempted assault on an unmarried white woman,"New Orleans (LA) Daily Picayune 11/18/1896, p. 2
Nashville (TN) Banner 11/18/1896, p. 5
Decatur (IL) Evening Bulletin 11/18/1896, p. 1 (Ancestry.com)
Athens (GA) Weekly Banner 11/20/1896, p. 7 (Athens Historic Newspapers)",,18961116,MS18961116,1,01,MS1896111601
Possible lynching,1896,12,11,Gene Wilson,,,,Black,Male,,Hinds,MS,28049,Hinds,MS,28049,,Unreported,Cattle theft,"Columbus (GA) Daily Enquirer 12/13/1896, p. 4 (GenealogyBank.com)
Macon (GA) Telegraph 12/13/1896, p. 17 (Macon Historic Newspapers)
Washington (DC) Times 12/13/1896, p. 1 (ChroniclingAmerica.loc.gov)",,18961211,MS18961211,1,01,MS1896121101
Possible lynching,1896,12,11,Horace Daniels,,,,Black,Male,,Hinds,MS,28049,Hinds,MS,28049,,Unreported,Cattle theft,"Columbus (GA) Daily Enquirer 12/13/1896, p. 4 (GenealogyBank.com)
Macon (GA) Telegraph 12/13/1896, p. 17 (Macon Historic Newspapers)
Washington (DC) Times 12/13/1896, p. 1 (ChroniclingAmerica.loc.gov)",,18961211,MS18961211,2,02,MS1896121102
Lynching,1897,1,5,Unnamed Negro #2 of 2,Negro,Unknown Negro,,Black,Male,,Montgomery,MS,28097,Montgomery,MS,28097,,Unreported,Unknown,"Memphis (TN) Commercial Appeal 1/15/1897, p. 8",,18970105,MS18970105,1,01,MS1897010501
Lynching,1897,1,5,Unnamed Negro #1 of 2,Negro,Unknown Negro,,Black,Male,,Montgomery,MS,28097,Montgomery,MS,28097,,Unreported,Unknown,"Memphis (TN) Commercial Appeal 1/15/1897, p. 8",,18970105,MS18970105,2,02,MS1897010502
Lynching,1897,1,16,Peter Henderson,,,,Black,Male,,Leflore,MS,28083,Leflore,MS,28083,,Hanged,"Assaulting a white man, a railroad flagman","Nashville (TN) American 1/19/1897, p. 1
Memphis (TN) Commercial Appeal 1/19/1897, p. 8
New Orleans (LA) Times-Picayune 1/19/1897, p. 6 (GenealogyBank.com)
Macon Telegraph 1/19/1897, p. 1 (Macon Historic Newspapers)",,18970116,MS18970116,1,01,MS1897011601
Lynching,1897,2,9,Unnamed Negro #2 of 2,Negro,,,Black,Male,,Tallahatchie,MS,28135,Tallahatchie,MS,28135,,Hanged,Robbery and arson,"Nashville (TN) American 2/18/1897, p. 1
Memphis (TN) Commercial Appeal 2/18/1897, p. 5
Macon (GA) Telegraph 2/18/1897, p. 6 (Macon Historic Newspapers)",,18970209,MS18970209,1,01,MS1897020901
Lynching,1897,2,9,Unnamed Negro #1 of 2,Negro,,,Black,Female,,Tallahatchie,MS,28135,Tallahatchie,MS,28135,,Hanged,Robbery and arson,"Nashville (TN) American 2/18/1897, p. 1
Memphis (TN) Commercial Appeal 2/18/1897, p. 5
Macon (GA) Telegraph 2/18/1897, p. 6 (Macon Historic Newspapers)",,18970209,MS18970209,2,02,MS1897020902
Lynching,1897,2,17,Ben Land,,,,Black,Male,Old,Franklin,MS,28037,Franklin,MS,28037,Whitecaps,Riddled with bullets,Unwilling to sell land to whites,"New Orleans (LA) Times-Picayune 2/19/1897, p. 8 (GenealogyBank.com)",,18970217,MS18970217,1,01,MS1897021701
Probable lynching,1897,3,0,Unnamed Negro,Unknown Negro,,,Black,Male,,Warren,MS,28149,Warren,MS,28149,,Crushed skull,Unknown,"New Orleans (LA) Times-Picayune 4/11/1897, p. 10 (GenealogyBank.com)",,18970300,MS18970300,1,01,MS1897030001
Lynching,1897,3,30,Unnamed Negro,,,,Black,Male,,Coahoma,MS,28027,Quitman,MS,28119,,Hanged,"Robbery and murder of one young white man, and murderous assault and robbery on another white man","St. Louis (MO) Republic 4/2/1897, p. 5 (GenealogyBank.com)
Steubenville (OH) Herald 4/3/1897, p. 7 (Ancestry.com)
Memphis (TN) Commercial Appeal 4/3/1897, p. 3",,18970330,MS18970330,1,01,MS1897033001
Lynching,1897,3,30,� Haines,,,,Black,Male,,Coahoma,MS,28027,Quitman,MS,28119,,Hanged,"Robbery and murder of one young white man, and murderous assault and robbery on another white man","St. Louis (MO) Republic 4/2/1897, p. 5 (GenealogyBank.com)
Steubenville (OH) Herald 4/3/1897, p. 7 (Ancestry.com)
Memphis (TN) Commercial Appeal 4/3/1897, p. 3",,18970330,MS18970330,2,02,MS1897033002
Lynching,1897,4,14,Jesse Evans,,,,Black,Male,,Hinds,MS,28049,Hinds,MS,28049,,Riddled with bullets,"Attempted criminal assault on two white girls, ages 12 and 14","New Orleans (LA) Times-Picayune 4/15/1897, p. 6 (GenealogyBank.com)
Louisville (KY) Courier-Journal 4/15/1897, p. 1
Steubenville (OH) Herald 4/16/1897, p. 2 (Ancestry.com)",,18970414,MS18970414,1,01,MS1897041401
Lynching,1897,5,14,James Cooper,Jim Cooper,,,Black,Male,,Neshoba,MS,28099,Neshoba,MS,28099,,Hanged,"Altercation with a white man, his landlord","Memphis (TN) Commerial Appeal 5/21/1897, p. 8",,18970514,MS18970514,1,01,MS1897051401
Lynching,1897,6,25,John M. Moses,William Moseley,Moseley,,Black,Male,,Copiah,MS,28029,Copiah,MS,28029,,Hanged,"Murder of a white man, a farmer","Little Rock (AR) Gazette 6/25/1897, p. 2 (GenealogyBank.com)
New Orleans (LA) Times-Picayune 6/25/1897, p. 2 (GenealogyBank.com)
New Orleans (LA) Daily Picayune 6/26/1897, p. 10
Cumberland (MD) Evening Times 6/26/1897, p. 1 (Ancestry.com)
Birmingham (AL) Age-Herald 6/26/1897, p. 1 (GenealogyBank.com)
St. Louis (MO) Republic 6/26/1897, p. 1, Part I (GenealogyBank.com)",,18970625,MS18970625,1,01,MS1897062501
Lynchng,1897,6,28,Harry Gilliam,Pary Giliam,Parry Gilliam,,Black,Male,,Monroe,MS,28095,Chickasaw,MS,28017,,Hanged,Robbery and attempted criminal assault of a white woman,"Jackson Daily Clarion-Ledger 6/29/1897, p. 1
Macon (GA) Telegraph 6/29/1897, p. 1 (Macon Historic Newspapers)
Canton (OH) Repository 6/29/1897, p. 3 (GenealogyBank.com)
Birmingham (AL) Age-Herald 6/29/1897, p. 1 (GenealogyBank.com)",,18970628,MS18970628,1,01,MS1897062801
Lynching,1897,7,9,Atticus Thompson,,,,Black,Male,,Scott,MS,28123,Scott,MS,28123,,Shot,Criminal assault on a white woman,"New Orleans (LA) Times-Picayune 7/10/1897, p. 12 (GenealogyBank.com)
Phoenix (AZ) Republican 7/15/1897, p. 8 (Ancestry.com; NewspaperArchive.com)",,18970709,MS18970709,1,01,MS1897070901
Lynching,1897,7,23,James Sellers,Jim Sellers,,,Black,Male,,Calhoun,MS,28013,Calhoun,MS,28013,,Riddled with bullets,Murder of a white man,"New Orleans (LA) Daily Picayune 7/25/1897, p. 11
Atlanta (GA) Constitution 7/25/1897, p. 15
Aiken (SC) Journal and Review 8/4/1897, p. 1 (NewspaperArchive.com)",,18970723,MS18970723,1,01,MS1897072301
Lynching,1897,8,9,John Gordon,Louis Nelson,Lewis Nelson,,Black,Male,,Warren,MS,28149,Warren,MS,28149,,Hanged,Killing a white man,"New Orleans (LA) Daily Picayune 8/9/1897, p. 10
New Orleans (LA) Daily Picayune 8/10/1897, p. 9
New York (NY) Times 8/10/1897, p. 5 (Ancestry.com)
Baltimore (MD) Sun 8/10/1897, p. 7 (GenealogyBank.com)
Macon (GA) Telegraph 8/10/1897, p. 1 (Macon Historic Newspapers)
Athens (GA) Weekly Banner 8/13/1897, p. 3 (Athens Historic Newspapers)

",,18970809,MS18970809,1,01,MS1897080901
Lynching,1897,10,6,Harry Crowell,Henry Crower,,,Black,Male,28,DeSoto,MS,28033,DeSoto,MS,28033,,Hanged and shot,Miscegenation with a 15 year-old white girl,"Memphis (TN) Commercial Appeal 10/6/1897, p. 5
New York (NY) Times 10/7/1897, p. 5 (Ancestry.com)
Athens (GA) Daily Banner 10/7/1897, p. 1 (Athens Historic Newspapers)
Macon (GA) Telegraph 10/7/1897, p. 6 (Macon Historic Newspapers)
Memphis (TN) Commercial Appeal 10/7/1897, p. 2
Fort Wayne (IN) Weekly Sentinel 10/20/1897, p. 4 (Ancestry.com)",,18971006,MS18971006,1,01,MS1897100601
Probable lynching,1897,10,16,William Williams,Bill Williams,Wm. Williams,,Black,Male,,Franklin,MS,28037,Franklin,MS,28037,,Unreported,Criminal assault on a married white woman,"New Orleans (LA) Daily Picayune 10/17/1897, p. 9
Dallas (TX) Morning News 10/17/1897, p. 1 (GenealogyBank.com)
Duluth (WI) News-Tribune 10/17/1897, p. 6, Part I (GenealogyBank.com)
New York (NY) Herald-Tribune 10/18/1897, p. 2 (GenealogyBank.com)",,18971016,MS18971016,1,01,MS1897101601
Lynching,1897,12,10,Charley Lewis,Charles Jones,Chas. Jones,,Black-mulatto,Male,23,Simpson,MS,28127,"Simpson, Lawrence",MS,28127,,Hanged,"Murdering a married white woman and her four children, family of a farmer","Birmingham (AL) Age-Herald 12/10/1897, p. 1 (GenealogyBank.com)
Macon (GA) Telegraph 12/11/1897, p. 4 (Macon Historic Newspapers)
Macon (GA) Telegraph 12/12/1897, p. 25 (Macon Historic Newspapers)
Memphis (TN) Commercial Appeal 12/12/1897, p. 1
New Orleans (LA) Times-Picayune 12/13/1897, p. (GenealogyBank.com)",,18971210,MS18971210,1,01,MS1897121001
Lynching,1897,12,16,Thomas Waller,Thomas Weller,Tom Walter,Tom Waller,Black,Male,,Simpson,MS,28127,Simpson,MS,28127,,Hanged,"Murdering a married white woman and her four children, family of a farmer","New Orleans (LA) Daily Picayune 12/17/1897, p. 2
Little Rock (AR) Gazette 12/17/1897, p. 1 (GenealogyBank.com)
Birmingham (AL) Age-Herald 12/17/1897, p. 1 (GenealogyBank.com)
Macon (GA) Telegraph 12/17/1897, p. 1 (Macon Historic Newspapers)",,18971216,MS18971216,1,01,MS1897121601
Lynching,1897,12,27,Joseph Hopkins,James Hopkins,Joe Hopkins,,Black,Male,,Tallahatchie,MS,28135,Tallahatchie,MS,28135,,Hanged and riddled with bullets; possibly burned,"Murder of two white men, planters","Macon (GA) Telegraph 12/28/1897, p. 5 (Macon Historic Newspapers)
New Orleans (LA) Daily Picayune 12/29/1897, p. 12
Athens (GA) Daily Banner 12/29/1897, p. 4 (Athens Historic Newspapers)
Birmingham (AL) Age-Herald 12/29/1897, p. 2 (GenealogyBank.com)
Charleston (SC) News and Courier 12/29/1897, p. 1",,18971227,MS18971227,1,01,MS1897122701
Lynching,1897,12,31,James Jones,Jim Jones,,,Black,Male,,Noxubee,MS,28103,Noxubee,MS,28103,,Riddled with bullets,"Arson of a white woman�s house, a widow","Mobile (AL) Daily Register 1/1/1898, p. 1
Macon (GA) Telegraph 1/2/1898,p. 4 (Macon Historic Newspapers)
Dallas (TX) Morning News 1/3/1898, p. 3",,18971231,MS18971231,1,01,MS1897123101
Lynching,1898,1,6,Samuel Cole,Sam Cole,,,Black,Male,,Kemper,MS,28069,Kemper,MS,28069,Black,Hanged,Adultery,"Jackson Daily Clarion-Ledger 1/7/1898, p. 1
Memphis (TN) Commercial Appeal 1/8/1898, p. 8
Athens (GA) Daily Banner 1/8/1898, p. 2 (Athens Historic Newspapers)
Macon (GA) Telegraph 1/8/1898, p. 5 (Macon Historic Newspapers)",,18980106,MS18980106,1,01,MS1898010601
Lynching,1898,1,6,James Watts,Jim Watts,,,Black,Male,,Kemper,MS,28069,Kemper,MS,28069,Black,Hanged,Adultery,"Jackson Daily Clarion-Ledger 1/7/1898, p. 1
Memphis (TN) Commercial Appeal 1/8/1898, p. 8
Athens (GA) Daily Banner 1/8/1898, p. 2 (Athens Historic Newspapers)
Macon (GA) Telegraph 1/8/1898, p. 5 (Macon Historic Newspapers)",,18980106,MS18980106,2,02,MS1898010602
Lynching,1898,3,2,Frederick Moore,Fred Moore,,,Black,Male,,Tate,MS,28137,Tate,MS,28137,Masked,Riddled with bullets,Murder of a white man,"New Orleans (LA) Daily Picayune 3/3/1898, p. 10
Macon Telegraph 3/3/1898, p. 2 (Macon Historic Newspapers)",,18980302,MS18980302,1,01,MS1898030201
Lynching,1898,3,6,William Jones,Wm. Jones,Will Jones,,Black,Male,,DeSoto,MS,28033,DeSoto,MS,28033,Black,Hanged,Outraging a black woman and suspicion of outraging another woman,"New Orleans (LA) Times-Picayune 3/7/1898, p. 12
New York (NY) American 3/7/1898, p. 7 (GenealogyBank.com)
Athens (GA) Weekly Banner 3/11/1898, p. 4 (Athens Historic Newspapers)",,18980306,MS18980306,1,01,MS1898030601
Lynching,1898,3,16,Alexander Anderson,Alex. Anderson,,,Black,Male,Young,Grenada,MS,28043,Grenada,MS,28043,,Hanged - strangled,Attempted criminal assault on a school girl,"Omaha (NE) World Herald 3/17/1898, p. 2 (GenealogyBank.com)
New York (NY) Herald-Tribune 3/18/1898, p. 1 (GenealogyBank.com)
Memphis (TN) Commercial Appeal 3/18/1898, p. 1",,18980316,MS18980316,1,01,MS1898031601
Lynching,1898,7,7,Wesley Gould,Wes Gould,Woes Gold,,Black,Male,,Washington,MS,28151,Washington,MS,28151,,Hanged,"Attempted murder of a white man, a planter","Memphis (TN) Commercial Appeal 7/9/1898, p. 2
Jackson (MI) Citizen Patriot 7/12/1898, p. 1 (GenealogyBank.com)",,18980707,MS18980707,1,01,MS1898070701
Lynching,1898,7,19,William T. Patterson,W. T. Pattison,Wm. Patterson,,White,Male,50+,Simpson,MS,28127,Simpson,MS,28127,,Riddled with bullets,Murder of a 28 years-old white man,"New Orleans (LA) Times-Picayune 7/20/1898, p. 11 (GenealogyBank.com)
San Antonio (TX) Daily Express 7/21/1898, p. 2 (NewspaperArchive.com)
Canton (OH) Repository 7/21/1898, p. 6 (GenealogyBank.com)
Dallas (TX) Morning News 7/21/1898, p. 2 (GenealogyBank.com)
Richmond (VA) Planet 7/23/1898, p. 4 (ChroniclingAmerica.loc.gov)",,18980719,MS18980719,1,01,MS1898071901
Lynching,1898,8,11,Mullock Walker,Mulloch Walker,,,Black,Male,,Alcorn,MS,28003,Alcorn,MS,28003,Masked,Hanged,Assaulting a white man,"New Orleans (LA) Times-Picayune 8/12/1898, p. 2 (GenealogyBank.com)
Macon (GA) Telegraph 8/12/1898, p. 2 (Macon Historic Newspapers)",,18980811,MS18980811,1,01,MS1898081101
Possible lynching,1898,10,25,Hugh Anderson,,,,Black,Male,,Scott,MS,28123,Scott,MS,28123,,Shot,Killing a white man,"Macon (GA) Telegraph 10/24/1898, p. 1,2 (Macon Historic Newspapers)
Janesville (WI) Daily Gazette 10/25/1898, p. 3 (NewspaperArchive.com)
Frederick (MD) News 10/25/1898, p. 1 (Ancestry.com)
Boise (ID) Idaho Statesman 10/25/1898, p. 1 (GenealogyBank.com)
Biloxi Daily Herald 10/25/1898, p. 1 (GenealogyBank.com)
Columbia (SC) State 10/26/1898, p. 1 (GenealogyBank.com)

",,18981025,MS18981025,1,01,MS1898102501
Possible lynching,1898,10,25,Ben Haralson,,,,Black,Male,,Scott,MS,28123,Scott,MS,28123,,Shot,Killing a white man,"Macon (GA) Telegraph 10/24/1898, p. 1,2 (Macon Historic Newspapers)
Janesville (WI) Daily Gazette 10/25/1898, p. 3 (NewspaperArchive.com)
Frederick (MD) News 10/25/1898, p. 1 (Ancestry.com)
Boise (ID) Idaho Statesman 10/25/1898, p. 1 (GenealogyBank.com)
Biloxi Daily Herald 10/25/1898, p. 1 (GenealogyBank.com)
Columbia (SC) State 10/26/1898, p. 1 (GenealogyBank.com)

",,18981025,MS18981025,2,02,MS1898102502
Possible lynching,1898,10,25,Fish Burke,,,,Black,Male,,Scott,MS,28123,Scott,MS,28123,,Shot,Killing a white man,"Macon (GA) Telegraph 10/24/1898, p. 1,2 (Macon Historic Newspapers)
Janesville (WI) Daily Gazette 10/25/1898, p. 3 (NewspaperArchive.com)
Frederick (MD) News 10/25/1898, p. 1 (Ancestry.com)
Boise (ID) Idaho Statesman 10/25/1898, p. 1 (GenealogyBank.com)
Biloxi Daily Herald 10/25/1898, p. 1 (GenealogyBank.com)
Columbia (SC) State 10/26/1898, p. 1 (GenealogyBank.com)

",,18981025,MS18981025,3,03,MS1898102503
Possible lynching,1898,10,25,J. E. Gatewood,,,,Black,Male,,Scott,MS,28123,Scott,MS,28123,,Shot,Killing a white man,"Macon (GA) Telegraph 10/24/1898, p. 1,2 (Macon Historic Newspapers)
Janesville (WI) Daily Gazette 10/25/1898, p. 3 (NewspaperArchive.com)
Frederick (MD) News 10/25/1898, p. 1 (Ancestry.com)
Boise (ID) Idaho Statesman 10/25/1898, p. 1 (GenealogyBank.com)
Biloxi Daily Herald 10/25/1898, p. 1 (GenealogyBank.com)
Columbia (SC) State 10/26/1898, p. 1 (GenealogyBank.com)

",,18981025,MS18981025,4,04,MS1898102504
Possible lynching,1898,10,25,John Gatewood,,,,Black,Male,,Scott,MS,28123,Scott,MS,28123,,Shot,Killing a white man,"Macon (GA) Telegraph 10/24/1898, p. 1,2 (Macon Historic Newspapers)
Janesville (WI) Daily Gazette 10/25/1898, p. 3 (NewspaperArchive.com)
Frederick (MD) News 10/25/1898, p. 1 (Ancestry.com)
Boise (ID) Idaho Statesman 10/25/1898, p. 1 (GenealogyBank.com)
Biloxi Daily Herald 10/25/1898, p. 1 (GenealogyBank.com)
Columbia (SC) State 10/26/1898, p. 1 (GenealogyBank.com)

",,18981025,MS18981025,5,05,MS1898102505
Possible lynching,1898,10,25,Henry Anderson,,,,Black,Male,,Scott,MS,28123,Scott,MS,28123,,Shot,Killing a white man,"Macon (GA) Telegraph 10/24/1898, p. 1,2 (Macon Historic Newspapers)
Janesville (WI) Daily Gazette 10/25/1898, p. 3 (NewspaperArchive.com)
Frederick (MD) News 10/25/1898, p. 1 (Ancestry.com)
Boise (ID) Idaho Statesman 10/25/1898, p. 1 (GenealogyBank.com)
Biloxi Daily Herald 10/25/1898, p. 1 (GenealogyBank.com)
Columbia (SC) State 10/26/1898, p. 1 (GenealogyBank.com)

",,18981025,MS18981025,6,06,MS1898102506
Possible lynching,1898,10,25,Sim Haralson,,,,Black,Male,,Scott,MS,28123,Scott,MS,28123,,Shot,Killing a white man,"Macon (GA) Telegraph 10/24/1898, p. 1,2 (Macon Historic Newspapers)
Janesville (WI) Daily Gazette 10/25/1898, p. 3 (NewspaperArchive.com)
Frederick (MD) News 10/25/1898, p. 1 (Ancestry.com)
Boise (ID) Idaho Statesman 10/25/1898, p. 1 (GenealogyBank.com)
Biloxi Daily Herald 10/25/1898, p. 1 (GenealogyBank.com)
Columbia (SC) State 10/26/1898, p. 1 (GenealogyBank.com)

",,18981025,MS18981025,7,07,MS1898102507
Probable lynching,1898,11,26,Unnamed Negro #3 of 3,Negro,Unknown Negro,,Black,Male,,Lauderdale,MS,28075,Newton,MS,28101,,Unreported,Altercation with a white man,"New York (NY) Times 11/28/1898, p. 6 (Ancestry.com)
New Orleans (LA) Times-Picayune 11/28/1898, p. 5 (GenealogyBank.com)
Macon (GA) Telegraph 11/28/1898, p. 2 (Macon Historic Newspapers)
Augusta (GA) Chronicle 11/28/1898, p. 1A (GenealogyBank.com)",,18981126,MS18981126,1,01,MS1898112601
Probable lynching,1898,11,26,Unnamed Negro #2 of 3,Negro,Unknown Negro,,Black,Male,,Lauderdale,MS,28075,Newton,MS,28101,,Unreported,Altercation with a white man,"New York (NY) Times 11/28/1898, p. 6 (Ancestry.com)
New Orleans (LA) Times-Picayune 11/28/1898, p. 5 (GenealogyBank.com)
Macon (GA) Telegraph 11/28/1898, p. 2 (Macon Historic Newspapers)
Augusta (GA) Chronicle 11/28/1898, p. 1A (GenealogyBank.com)",,18981126,MS18981126,2,02,MS1898112602
Probable lynching,1898,11,26,Unnamed Negro #1 of 3,Negro,Unknown Negro,,Black,Male,,Lauderdale,MS,28075,Newton,MS,28101,,Unreported,Altercation with a white man,"New York (NY) Times 11/28/1898, p. 6 (Ancestry.com)
New Orleans (LA) Times-Picayune 11/28/1898, p. 5 (GenealogyBank.com)
Macon (GA) Telegraph 11/28/1898, p. 2 (Macon Historic Newspapers)
Augusta (GA) Chronicle 11/28/1898, p. 1A (GenealogyBank.com)",,18981126,MS18981126,3,03,MS1898112603
Lynching,1898,12,129,Johnson White,� White,,,Black,Male,,Tallahatchie,MS,28135,Tallahatchie,MS,28135,,Unreported,"Murder of a white man and a black woman, and threatening to kill two others","New Orleans (LA) Times-Democrat 12/10/1898, p. 6
New Orleans (LA) Times-Picayune 12/10/1898, p. 6 (GenealogyBank.com)",,18981329,MS18981329,1,01,MS1898132901
Lynching,1899,3,6,Allen Thames,Allen Thomas,Thomas Allen,,Black,Male,Old,SImpson,MS,28127,Simpson,MS,28127,,Hanged and riddled with bullets,Reproving a white �hoodlum�,"New Orleans (LA) Times-Picayune 3/8/1899, p. 11 (GenealogyBank.com)
Birmingham (AL) Age-Herald 3/8/1899, p. 1 (GenealogyBank.com)
Dallas (TX) Morning News 3/8/1899, p. 5 (GenealogyBank.com)
Mobile (AL) Daily Register 3/14/1899, p. 4",,18990306,MS18990306,1,01,MS1899030601
Lynching,1899,3,18,Minor Wilson,,,,Black,Male,,Yazoo,MS,28163,Sharkey,MS,28125,,Shot,Racial disturbance,"Atlanta (GA) Constitution 3/24/1899, p. 1 (Ancestry.com)
Memphis (TN) Commercial Appeal 3/24/1899, p. 6
New Orleans (LA) Times-Picayune 3/24/1899, p. 9 (GenealogyBank.com)
Omaha (NE) World Herald 3/24/1899, p. 1 (GenealogyBank.com)",,18990318,MS18990318,1,01,MS1899031801
Lynching,1899,3,18,C. C. Reed,,,,Black,Male,,Yazoo,MS,28163,Sharkey,MS,28125,,Shot,Racial disturbance,"Atlanta (GA) Constitution 3/24/1899, p. 1 (Ancestry.com)
Memphis (TN) Commercial Appeal 3/24/1899, p. 6
New Orleans (LA) Times-Picayune 3/24/1899, p. 9 (GenealogyBank.com)
Omaha (NE) World Herald 3/24/1899, p. 1 (GenealogyBank.com)",,18990318,MS18990318,2,02,MS1899031802
Lynching,1899,3,18,Willis Boyd,Willia Boyd,,,Black,Male,,Yazoo,MS,28163,Sharkey,MS,28125,,Shot,Racial disturbance,"Atlanta (GA) Constitution 3/24/1899, p. 1 (Ancestry.com)
Memphis (TN) Commercial Appeal 3/24/1899, p. 6
New Orleans (LA) Times-Picayune 3/24/1899, p. 9 (GenealogyBank.com)
Omaha (NE) World Herald 3/24/1899, p. 1 (GenealogyBank.com)",,18990318,MS18990318,3,03,MS1899031803
Lynching,1899,4,6,Mose Anderson,Moses Anderson,,,Black,Male,,Noxubee,MS,28103,Noxubee,MS,28103,,Hanged,"Murder of a white man, a farmer","New Orleans (LA) Times-Picayune 4/7/1899, p. 10 (GenealogyBank.com)
Birmingham (AL) Age-Herald 4/7/1899, p. 1 (GenealogyBank.com)",,18990406,MS18990406,1,01,MS1899040601
Lynching,1899,4,6,Forest Jamison,Forest Jameson,,,Black,Male,,Noxubee,MS,28103,Noxubee,MS,28103,,Hanged,"Murder of a white man, a farmer","New Orleans (LA) Times-Picayune 4/7/1899, p. 10 (GenealogyBank.com)
Birmingham (AL) Age-Herald 4/7/1899, p. 1 (GenealogyBank.com)",,18990406,MS18990406,2,02,MS1899040602
Lynching,1899,6,11,Simon Brooks,,,,Black,Male,,Panola,MS,28107,Panola,MS,28107,Black,Hanged,Outraged and murdered a black woman,"New Orleans (LA) Daily Picayune 6/12/1899, p. 7
Delphos (OH) Daily Herald 6/12/1899, p. 1 (Ancestry.com)
New York (NY) Herald-Tribune 6/13/1899, p. 1 (GenealogyBank.com)
Thomasville (GA) Times-Enterprise 6/13/1899, p. 1 (South Georgia Historic Newspapers)
Winder (GA) Jackson Economist 6/15/1899, p. 2",,18990611,MS18990611,1,01,MS1899061101
Lynching,1899,6,20,Daniel Patrick,,,,Black,Male,,Jackson,MS,28059,Jackson,MS,28059,,Riddled with bullets,Assaulting an unmarried white woman,"New Orleans (LA) Times-Picayune 6/21/1899, p. 1 (GenealogyBank.com)
Dallas (TX) Morning News 6/22/1899, p. 4 (GenealogyBank.com)
Biloxi Daily Herald 6/22/1899, p. 1 (GenealogyBank.com)
",,18990620,MS18990620,1,01,MS1899062001
Lynching,1899,7,24,Henry Novels,Henry Noark,,,Black,Male,,Harrison,MS,28047,Harrison,MS,28047,,Riddled with bullets,Attempted assault on a young white woman,"New Orleans (LA) Daily Picayune 7/25/1899, p. 6
Omaha (NE) World Herald 7/25/1899, p. 2 (GenealogyBank.com)
Sandusky (OH) Star 7/26/1899, p. 3 (NewspaperArchive.com)
Baltimore (MD) Sun 7/26/1899, p. 6 (GenealogyBank.com)
New York (NY) Herald-Tribune 7/26/1899, p. 1 (GenealogyBank.com)",,18990724,MS18990724,1,01,MS1899072401
Lynching,1899,7,26,Stanley Hayes,,,,Black,Male,,Rankin,MS,28121,Rankin,MS,28121,,Riddled with bullets,Attempted criminal assault on a 14 year-old white girl,"New Orleans (LA) Daily Picayune 7/27/1899, p. 6
Charlotte (NC) Observer 7/27/1899, p. 1 (GenealogyBank.com)
Lexington (KY) Morning Herald 7/27/1899, p. 4 (GenealogyBank.com)
Macon (GA) Telegraph 7/27/1899, p. 1 (GenealogyBank.com)",,18990726,MS18990726,1,01,MS1899072601
Lynching,1899,8,11,William Wilson,Wm. Wilson,Will Wilson,Bill Wilson,Black,Male,,Claiborne,MS,28021,Claiborne,MS,28021,,Hanged and shot,Criminal assault on a white woman,"Atlanta (GA) Constitution 8/12/1899, p. 1 (Ancestry.com)
New Orleans (LA) Times-Picayune 8/12/1899, p. 8 (GenealogyBank.com)
Marion (OH) Daily Star 8/12/1899, p. 1 (Ancestry.com)
Americus (GA) Times-Recorder 8/18/1899, p. 2 (South Georgia Historic Newspapers)",,18990811,MS18990811,1,01,MS1899081101
Possible lynching,1899,9,6,Bud Sullivan,,,,White,Male,22,Smith,MS,28129,Smith,MS,28129,,Shot,Feud,"Macon (GA) Telegraph 9/7/1899, p. 6 (GenealogyBank.com)
Birmingham (AL) Age-Herald 9/7/1899, p. 1 (GenealogyBank.com)
New Orleans (LA) Times-Picayune 10/16/1899, p. 8 (GenealogyBank.com)",,18990906,MS18990906,1,01,MS1899090601
Lynching,1899,9,26,William Otis,Wm. Oatis,Will Oatis,,Black,Male,21,Perry,MS,28111,Perry,MS,28111,,Hanged,Indecent proposals to a white girl,"New Orleans (LA) Times-Picayune 9/27/1899, p. 9 (GenealogyBank.com)
Macon (GA) Telegraph 9/27/1899, p. 2 (GenealogyBank.com)
Americus (GA) Times-Recorder 9/29/1899, p. 1 (South Georgia Historic Newspapers)
Humboldt (IA) County Republican 10/5/1899, p. 2 (NewspaperArchive.com)",,18990926,MS18990926,1,01,MS1899092601
